-7.205788900486010951e-01	1.840673049092240943e+00	-3.162801191029953163e+00	-1.121257158427735101e+00	1.311922654385949238e+00	-1.033255313683668186e+00	-3.205461879888673593e+00	6.619538547677341622e-01	-4.857222587939771685e+00	1.849122337249973352e-02	4.105455443798147641e+00	1.658114748970347607e+00	2.090039973680764884e+00	6.265764319360843437e+00	-2.756606713441198231e+00	3.143864760105243850e+00	2.174999556215722940e+00	-2.763239636637403684e+00	1.941768271366711263e+00	-4.609246541313297918e+00	3.088902638123349753e+00	3.610230565377546164e+00	1.723994732586968892e+00	3.181643931601709774e+00	-2.148987644548972398e+00	-8.462215477267862607e-01	2.204355974502997473e+00	-1.639925370643421143e+00	-2.187060607871671891e+00	1.705634816954450628e+00	-1.576043829144336827e+00	3.324478722723084534e+00	-3.027164917644609599e+00	-1.757196856453319411e-01	1.729429758738969536e+00	-2.717078504473027678e+00	1.686706641378544758e+00	-2.821944232315386270e+00	2.000813753911852011e-01	-2.264549391625380714e+00	2.999126253643761508e+00	3.209717538367099277e+00	1.136290794705103746e-01	-1.024337071068281757e+00	2.886269810012623172e+00	1.726068744508635344e+00	-2.641127333816021938e+00	-1.511135291767292887e+00	1.095858985560092425e+00	8.537887300409165992e-01
2.952543418302680411e+00	-2.405364650491961243e+00	-2.375554949175790576e+00	2.635726268382376780e+00	-1.528236911542056209e+00	1.190199054532934397e+00	1.217023806040250289e+00	-4.311835065398414102e+00	2.724949000717250325e+00	-1.468191737141771425e+00	-1.293235161680381662e+00	-1.013011399522113942e+00	-2.877049666978300113e+00	2.328788515885030219e-01	1.880834654726148525e+00	-3.111328108352003352e-01	-1.035392720534921818e+00	1.846612846278418707e-01	-5.212118218393991809e-01	-1.015644311512239772e+00	-2.397459408216851884e+00	-1.246425431831607034e+00	-9.265464577821616032e-01	-5.899017771217003325e-01	6.393196472838585720e+00	8.055797555996070392e-01	-1.647540783204926029e-01	-1.099434033312286230e-01	-5.963268376873587240e-01	-8.007911354121997061e-01	8.474429457332000037e-01	-2.816198495274045754e+00	1.362597290344632839e+00	-3.832525501808100366e+00	-3.763305027443324402e+00	-2.494265109375405631e-01	3.975190506597521711e+00	-9.654729051704011855e-01	3.622931429560681149e+00	-6.012635698283341767e-01	1.026974778792494547e+00	-3.299867475654031601e+00	8.478541020050369692e-01	1.279868186917285433e+00	3.414459211442713471e+00	3.532212833893808579e+00	-3.339377629710750028e+00	3.418488632547687978e+00	2.349280721865937949e+00	9.932688423866077310e-01
7.772827204649093158e-01	3.365314457680682825e+00	-3.110511422394127035e+00	1.643391671091575690e+00	6.317377048152001962e+00	-4.078604880616184758e+00	-4.082507405326206928e+00	3.396233076046772936e-01	-4.317708985605264616e+00	1.027395720848127025e+00	1.164244457830124757e+00	3.048634784537571640e+00	6.806724191396441581e-01	3.515130239107607579e+00	1.647633844996491959e-01	-1.339991153619284336e+00	2.465136257872090564e+00	-2.751401267254364846e+00	-2.071804054075566254e-02	-8.289480312827508968e+00	4.334105498155837566e+00	1.944837983054066077e+00	9.487105401568691754e-01	3.092606276801510123e+00	-3.589570842017646424e+00	-5.051149899599115756e+00	3.914809307536481153e+00	-6.205104187803686777e+00	-1.708328904713418028e+00	8.371688676979732735e-01	3.356098259393723859e-01	2.937298499126437701e+00	-3.837035033069165380e+00	2.533659816781896001e+00	7.479010618477407668e+00	-3.797227661429674939e+00	-2.415716821915370183e+00	-1.174476714227490337e+00	1.365688480061317156e+00	-1.853175747902469084e+00	2.562466682115000616e+00	4.726802304890084017e+00	-2.808757760694860495e-01	2.736381077142524543e+00	2.569316732632743960e+00	1.252483162021917826e-02	-1.458107707395070118e+00	-3.772625101421205773e+00	-7.745811912445128844e-02	1.346766657499090636e+00
2.958022995928188958e-01	-1.155141439927504621e+00	6.980553626869881456e-02	-1.346496484935391369e-01	-4.600569537894571681e+00	3.371007349445471757e-01	3.226470175214104952e+00	-9.319594851584789286e-01	-1.179025770471840318e+00	-8.893892814742053454e-02	-9.384640653663569587e-01	-6.981457795936807376e-01	2.983535479098909371e-01	2.293910460931194439e+00	-1.171586546257160077e-01	3.498174501219058374e+00	-2.203001695973861640e+00	-1.246416148918596756e+00	-1.668580054476898056e+00	-1.652658908992068021e+00	-4.509783427994377369e+00	-3.718636650163630986e+00	-1.732481352762389182e-01	-2.772728964151469078e-01	1.054608094838309640e+00	-2.725494912035877904e-01	-7.593725573705986109e-01	2.044140279902300961e+00	1.265784096299026773e+00	5.252725694851797522e-01	1.834250951939328189e+00	-1.524001242616847884e+00	3.128736922410060850e-01	-1.581189871769572486e+00	-3.243034862533838325e+00	-2.636624527271434815e+00	2.118003103364732187e+00	-1.498934456474449783e+00	2.592011058348120844e+00	-2.395735634791759328e+00	-2.568242868304877913e+00	3.950848095846765107e-01	1.002119375409373792e-01	6.075196229260430014e-01	5.832475059705602982e-01	-1.010996100289804911e-01	-2.652876426283824252e+00	3.663111650789804052e+00	1.153441027253014450e+00	3.614930368424800200e-01
-1.414236977900063641e+00	1.095730336245594794e+00	-3.036369402456900790e+00	2.933771979111432504e-01	-3.151390148329090035e+00	4.008945585558342239e-01	-2.774155257948246245e+00	1.428003194357764905e+00	1.032935966974952047e+00	4.257751417376847591e+00	3.345351157390967334e+00	1.507143514020457209e+00	1.971085994617435500e+00	6.890807608450518762e-01	9.973741713922565921e-01	2.853835223029215773e-01	-1.592179113358889841e+00	1.137929228053674580e+00	-2.590342018352123077e-01	-2.658161649324008446e-01	5.309442209596297424e+00	-1.256261772913664032e+00	2.062176884434537172e+00	3.275616982673041022e+00	2.037661434329680166e+00	2.937670954189470329e+00	-2.068265112887577306e+00	-7.804266379228398387e-01	-3.550486620395679527e+00	-4.765036741234392470e-01	1.654679286209596478e+00	-2.899521529263652031e+00	-6.414707819976771752e+00	-2.764379324655853676e+00	1.245953033717940084e+00	-3.531024613992169936e+00	7.992466166886194046e-01	-1.138813199796281150e+00	-4.494700943463163512e-01	2.490044988706085594e+00	1.026128262351078346e+00	-5.498963690963075912e+00	-5.882651852449232166e-01	1.588256695953658149e+00	1.069696166153832007e+00	4.578354784573485659e-01	-1.944024020149244025e+00	6.289418597556580837e-01	1.621146793888960103e+00	1.638289575602562165e+00
-2.760947465315500615e+00	5.824527848425356535e-02	-3.562131048960351265e+00	1.521891931126525821e-01	-3.169611267000483679e+00	-1.504119362463909759e+00	1.390975880417316235e+00	5.476792546286939345e-01	1.147508078700311546e-01	9.684081997884479154e-02	-3.237404399709689962e+00	-4.357203648795333617e-01	4.609067848323944894e+00	1.497098053925638439e+00	-2.523915670860054750e+00	1.048899801828069966e+00	-4.277560035355423840e-01	-1.183852527073692817e+00	-2.413247964685576896e+00	1.509417981102556539e+00	1.957098889708872802e+00	-3.572329876669738002e+00	1.907864261037152120e+00	2.656255501816691122e+00	5.378484366331997002e-01	8.549141091115184388e-01	-6.441243871243583774e-01	-2.274637790438216456e+00	-4.702036724146956836e-01	-2.401022932436271518e+00	1.976165260191421247e+00	1.417646057788539249e+00	8.352186532213947689e-01	-5.641730217812331638e+00	-2.643224787401346809e+00	1.942564452167305999e+00	9.655794466655387431e-02	1.143701657290431828e-01	1.714671353554736655e+00	1.388088750645643188e+00	-6.025112332750754557e-02	-2.018828351449128533e+00	-1.089282412252842391e+00	1.722138537798269864e+00	-1.164411212676129681e+00	3.876484418547997635e+00	-3.677606391319760970e-01	2.795659555439133914e+00	2.277810482120875335e+00	-5.009968502497753384e+00
-1.824855647787723134e+00	2.847090614025031829e+00	-2.402870438170900513e+00	2.111087218074006788e+00	-7.649939816090365330e-01	-1.932310844473074773e+00	-3.906196262421649745e+00	3.590831872432316274e+00	-1.723685106693827906e+00	8.811539472554966723e-01	4.426918043599449848e-01	2.933304183303004020e+00	4.457364204116823991e+00	3.083813575677154972e+00	-2.977369648245499434e+00	1.510367468434860250e+00	3.236648604865365986e+00	-2.955027474118095299e+00	-3.866734440492733960e+00	-6.990827831917012514e-01	5.542721028355371615e+00	6.587120942001906121e-01	4.690447615064386788e+00	5.904888187867802785e+00	-1.446463116088764211e+00	5.136718761372961461e-01	-3.978310892126116771e-01	-1.011089317635721407e+00	-3.120120285080965505e+00	4.107701496441670819e-01	8.555792928597533153e-01	5.916134312801933914e-01	-5.218382934303631870e+00	4.876754398647524802e-01	2.748710743957782476e+00	-3.512476561487148263e+00	3.873765530493044729e+00	-2.725448060203277123e+00	1.668810492037781756e+00	1.128837018895690436e+00	3.046485481716163513e+00	-6.956751401324767770e-01	-1.564387730903173512e+00	1.071286217089245651e+00	-8.144910582444951919e-01	7.840528785414648816e-01	6.246814829734295138e-01	7.589072292171485934e-01	7.781631102298049996e-01	-1.684334827051723327e+00
-1.099788547961684237e+00	1.750966698176087855e+00	-4.185950417807735136e+00	2.486640168011575724e+00	-3.201806096039506166e-01	-1.681310497904964896e+00	-3.039443321261733999e+00	2.421473716681677768e+00	-3.121907457689242715e+00	1.964158134638355202e+00	1.038048980299875135e+00	4.149839448842271850e+00	2.271100511248605347e+00	3.365208750134783156e+00	-1.819020415521111822e+00	3.291681041682990028e+00	1.308106197739611898e-01	-2.926852129671999148e+00	-1.219143608954753155e+00	-3.528989167638913127e+00	4.852600596911067932e+00	8.396508041672953171e-01	3.344592822285719524e+00	5.055896690214930267e+00	-1.061394094383399045e+00	-2.164194478146413747e+00	2.098942736499347650e-01	-1.843062094774613024e+00	-2.710238421820033938e+00	1.329484066418354038e+00	3.449345222924912191e-01	1.520295474532934454e+00	-6.442627836055806689e+00	1.391483049788097670e+00	4.056941574549637330e+00	-4.672967366937455402e+00	2.020851460999363969e+00	-2.920140943031332981e+00	2.917628336833008248e-02	1.642061877179425700e-01	1.205991496483983516e+00	-9.401013577620663808e-01	-1.667940503766499383e+00	1.690238748810813263e+00	3.623047502252321750e-01	-7.024290947497537074e-02	-7.765601220291962203e-01	-3.518499215599454333e-01	-3.863552650596942251e-02	3.942005436723716727e-01
1.025711586010261023e+00	7.778797800808987528e-01	2.734308144064030444e+00	-6.378763053574698638e-01	4.880231897950068620e-01	-2.219838330301245610e-01	2.101812068305956016e-01	-5.246173543456835731e-01	-9.689183847635364222e-01	1.165986325501924270e+00	3.093079508055950999e+00	-1.473016449469320310e+00	6.032298027622469139e-01	2.059785613559067752e+00	-1.201478439177021240e+00	-5.466171705758494925e-02	-2.111541166118212409e+00	-1.060121008353922090e+00	1.762679865869498652e+00	-3.263367721646187380e+00	5.739472040117946650e-01	-9.538674134601544674e-01	6.325835557116025187e-01	-8.934270418399995473e-01	1.006179765491091338e+00	-3.359234252228464168e+00	1.398012869248340895e+00	8.870786075891745615e-01	-1.663248140815809517e+00	4.665075899369914292e-01	-8.459878834367959843e-01	7.116967514905117032e-01	-1.066824655279287493e+00	-2.168413528010914693e+00	4.196366492768420775e-01	1.697215197355852689e+00	1.628303963307433433e+00	-4.573145283158416952e+00	4.295140781603559721e-01	2.056448772147641824e-01	-7.585303697758944644e-04	4.946400986298054581e-01	1.991935922768172329e+00	1.401064240811868311e+00	4.604248553661824950e+00	2.466788117015426884e+00	-2.742969636823792356e+00	4.966243985931241944e+00	7.531050505058982658e-01	-3.228708549378739523e+00
-2.420324457883296532e+00	-1.326875102028642006e+00	-1.033066500500270601e+00	2.394709095158404022e+00	-1.915547993927649184e+00	-1.217528519536771048e-01	-1.115895602830616173e+00	2.651719822434885909e+00	1.250986716466033322e+00	3.028195790139991406e+00	-1.065013829049549221e+00	1.766505725158413309e+00	2.104753620875378317e+00	3.060053214860504189e-01	-1.208267799374377199e-01	2.643033392642323509e+00	-5.396517968015227540e-01	2.127293771723439697e+00	-3.859929714705164772e-01	1.317163446732595666e+00	4.602864011432607150e+00	-3.029250858411220992e+00	4.472147571092644824e+00	3.087151106844644666e+00	6.866326435725778055e-01	2.960603283045784906e+00	-2.069232475893220347e+00	1.294384968452555240e+00	-3.892264242307175603e+00	-7.881487711125600981e-02	7.634961886657726238e-01	-4.057035832126450359e+00	-4.624267145645938548e+00	-3.118566287634279455e+00	2.518984797503935003e+00	-1.015745317071186316e+00	2.590647104300254799e+00	2.528191615764289191e-01	1.004287625926126637e+00	3.998100448536709095e+00	2.604322461437008629e-01	-5.000275574476711782e+00	-7.796489254231414590e-01	4.563496317533127095e-02	-1.024292884182482322e+00	-1.251726149292333057e+00	-2.448274847100565810e-01	-4.194657805782966431e-01	1.405139008901005404e+00	-8.574418271890122956e-01
